el	es
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-20-25_7.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-20-25_7.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_10.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_10.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_11.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_11.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_14.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_14.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_2.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_2.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_3.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_3.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_4.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_4.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_5.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_5.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_7.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_7.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_8.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_8.wav
data\el_es\el\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_9.wav	data\el_es\es\20090505-0900-PLENARY-10-el_es_20090505-16-23-02_9.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_1.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_1.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_10.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_10.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_11.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_11.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_12.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_12.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_13.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_13.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_2.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_2.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_3.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_3.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_4.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_4.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_5.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_5.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_6.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_6.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_7.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_7.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_8.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_8.wav
data\el_es\el\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_9.wav	data\el_es\es\20090505-0900-PLENARY-11-el_es_20090505-18-17-25_9.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_1.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_1.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_2.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_2.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_4.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_4.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_5.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_5.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_6.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_6.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_8.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_8.wav
data\el_es\el\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_9.wav	data\el_es\es\20090505-0900-PLENARY-17-el_es_20090505-22-46-46_9.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_10.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_10.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_12.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_12.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_3.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_3.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_4.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_4.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_5.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_5.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_6.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_6.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_7.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_7.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_8.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_8.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_9.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-12-55_9.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_1.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_1.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_10.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_10.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_11.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_11.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_12.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_12.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_13.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_13.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_2.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_2.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_3.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_3.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_5.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_5.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_6.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_6.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_7.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_7.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_9.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-17-19_9.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_3.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_3.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_4.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_4.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_5.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_5.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_6.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_6.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_7.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-09-56-00_7.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_1.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_1.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_3.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_3.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_4.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_4.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_6.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-00-40_6.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_0.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_0.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_3.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_3.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_4.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_4.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_5.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_5.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_6.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_6.wav
data\el_es\el\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_7.wav	data\el_es\es\20090505-0900-PLENARY-3-el_es_20090505-11-02-56_7.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_0.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_0.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_1.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_1.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_10.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_10.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_11.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_11.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_12.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_12.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_13.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_13.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_14.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_14.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_15.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_15.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_2.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_2.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_3.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_3.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_4.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_4.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_5.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_5.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_7.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_7.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_8.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_8.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_9.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-15-31-07_9.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_0.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_0.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_1.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_1.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_2.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_2.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_3.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_3.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_4.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_4.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_5.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-07-49_5.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_4.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_4.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_5.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_5.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_6.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_6.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_7.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_7.wav
data\el_es\el\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_8.wav	data\el_es\es\20090506-0900-PLENARY-11-el_es_20090506-16-30-10_8.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_1.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_1.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_11.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_11.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_12.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_12.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_16.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_16.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_17.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_17.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_2.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_2.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_22.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_22.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_3.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_3.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_5.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_5.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_6.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_6.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_8.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_8.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_9.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-33-35_9.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_0.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_0.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_12.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_12.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_13.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_13.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_3.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_3.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_4.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_4.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_7.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_7.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_8.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-16-39-17_8.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_11.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_11.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_3.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_3.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_4.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_4.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_7.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_7.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_8.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-17-19-56_8.wav
data\el_es\el\20090506-0900-PLENARY-12-el_es_20090506-17-52-31_1.wav	data\el_es\es\20090506-0900-PLENARY-12-el_es_20090506-17-52-31_1.wav
data\el_es\el\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_1.wav	data\el_es\es\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_1.wav
data\el_es\el\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_2.wav	data\el_es\es\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_2.wav
data\el_es\el\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_3.wav	data\el_es\es\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_3.wav
data\el_es\el\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_4.wav	data\el_es\es\20090506-0900-PLENARY-13-el_es_20090506-18-36-36_4.wav
data\el_es\el\20090506-0900-PLENARY-14-el_es_20090506-19-08-34_0.wav	data\el_es\es\20090506-0900-PLENARY-14-el_es_20090506-19-08-34_0.wav
data\el_es\el\20090506-0900-PLENARY-14-el_es_20090506-19-08-34_1.wav	data\el_es\es\20090506-0900-PLENARY-14-el_es_20090506-19-08-34_1.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-38-31_0.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-38-31_0.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-38-31_1.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-38-31_1.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-38-31_2.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-38-31_2.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_0.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_0.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_1.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_1.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_10.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_10.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_11.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_11.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_12.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_12.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_13.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_13.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_2.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_2.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_3.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_3.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_4.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_4.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_6.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_6.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_7.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_7.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_8.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_8.wav
data\el_es\el\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_9.wav	data\el_es\es\20090506-0900-PLENARY-15-el_es_20090506-21-57-30_9.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-09-26-28_1.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-09-26-28_1.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-09-26-28_2.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-09-26-28_2.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-09-26-28_3.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-09-26-28_3.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_1.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_1.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_2.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_2.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_3.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_3.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_4.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_4.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_5.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_5.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_6.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_6.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_7.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_7.wav
data\el_es\el\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_8.wav	data\el_es\es\20090506-0900-PLENARY-3-el_es_20090506-10-22-44_8.wav
data\el_es\el\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_0.wav	data\el_es\es\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_0.wav
data\el_es\el\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_1.wav	data\el_es\es\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_1.wav
data\el_es\el\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_2.wav	data\el_es\es\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_2.wav
data\el_es\el\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_4.wav	data\el_es\es\20090506-0900-PLENARY-4-el_es_20090506-11-36-33_4.wav
data\el_es\el\20090507-0900-PLENARY-5-el_es_20090507-09-34-10_0.wav	data\el_es\es\20090507-0900-PLENARY-5-el_es_20090507-09-34-10_0.wav
data\el_es\el\20090507-0900-PLENARY-5-el_es_20090507-09-34-10_2.wav	data\el_es\es\20090507-0900-PLENARY-5-el_es_20090507-09-34-10_2.wav
data\el_es\el\20090507-0900-PLENARY-5-el_es_20090507-09-34-10_3.wav	data\el_es\es\20090507-0900-PLENARY-5-el_es_20090507-09-34-10_3.wav
